-0,21129;-0,21129;-0,21129;-0,21129;-0,21129;-0,21129;-0,21129;-0,21129;-0,21129;-0,21129;0,9198;0;0
-1,18223;-1,18223;-1,18223;-1,18223;-1,18223;-1,18223;-1,18223;-1,18223;-1,18223;-1,18223;-1,34379;0;0
0,47623;0,47623;0,47623;0,47623;0,47623;0,47623;0,47623;0,47623;0,47623;0,47623;1,37853;0;0
-3,92732;-3,92732;-3,92732;-3,92732;-3,92732;-3,92732;-3,92732;-3,92732;-3,92732;-3,92732;-8,82997;0;0
-0,92499;-0,02225;-0,51136;1,08874;2,6077;-2,13283;-0,03927;1,04034;0;0;;;
-0,92499;-0,02225;-0,51136;1,08874;2,6077;-2,13283;-0,03927;1,04034;0;0;;;
-0,92499;-0,02225;-0,51136;1,08874;2,6077;-2,13283;-0,03927;1,04034;0;0;;;
-0,92499;-0,02225;-0,51136;1,08874;2,6077;-2,13283;-0,03927;1,04034;0;0;;;
-0,92499;-0,02225;-0,51136;1,08874;2,6077;-2,13283;-0,03927;1,04034;0;0;;;
-0,92499;-0,02225;-0,51136;1,08874;2,6077;-2,13283;-0,03927;1,04034;0;0;;;
-0,92499;-0,02225;-0,51136;1,08874;2,6077;-2,13283;-0,03927;1,04034;0;0;;;
-0,92499;-0,02225;-0,51136;1,08874;2,6077;-2,13283;-0,03927;1,04034;0;0;;;
-0,92499;-0,02225;-0,51136;1,08874;2,6077;-2,13283;-0,03927;1,04034;0;0;;;
-0,92499;-0,02225;-0,51136;1,08874;2,6077;-2,13283;-0,03927;1,04034;0;0;;;
-0,18032;-0,18032;-0,18032;-0,18032;-0,18032;-0,18032;-0,18032;-0,18032;-0,18032;-0,18032;0,99777;0;0
-1,09066;-1,09066;-1,09066;-1,09066;-1,09066;-1,09066;-1,09066;-1,09066;-1,09066;-1,09066;-1,20778;0;0
0,39932;0,39932;0,39932;0,39932;0,39932;0,39932;0,39932;0,39932;0,39932;0,39932;1,2725;0;0
-7,7764;-7,7764;-7,7764;-7,7764;-7,7764;-7,7764;-7,7764;-7,7764;-7,7764;-7,7764;-18,38379;0;0
-1,8332;0,01006;-1,34292;1,93059;3,22739;-2,91556;-0,03062;0,04697;0;0;;;
-1,8332;0,01006;-1,34292;1,93059;3,22739;-2,91556;-0,03062;0,04697;0;0;;;
-1,8332;0,01006;-1,34292;1,93059;3,22739;-2,91556;-0,03062;0,04697;0;0;;;
-1,8332;0,01006;-1,34292;1,93059;3,22739;-2,91556;-0,03062;0,04697;0;0;;;
-1,8332;0,01006;-1,34292;1,93059;3,22739;-2,91556;-0,03062;0,04697;0;0;;;
-1,8332;0,01006;-1,34292;1,93059;3,22739;-2,91556;-0,03062;0,04697;0;0;;;
-1,8332;0,01006;-1,34292;1,93059;3,22739;-2,91556;-0,03062;0,04697;0;0;;;
-1,8332;0,01006;-1,34292;1,93059;3,22739;-2,91556;-0,03062;0,04697;0;0;;;
-1,8332;0,01006;-1,34292;1,93059;3,22739;-2,91556;-0,03062;0,04697;0;0;;;
-1,8332;0,01006;-1,34292;1,93059;3,22739;-2,91556;-0,03062;0,04697;0;0;;;
-7,13306;-7,13306;-7,13306;-7,13306;-7,13306;-7,13306;-7,13306;-7,13306;-7,13306;-7,13306;-7,12676;0;0
0,72268;0,72268;0,72268;0,72268;0,72268;0,72268;0,72268;0,72268;0,72268;0,72268;2,50162;0;0
0,24944;0,24944;0,24944;0,24944;0,24944;0,24944;0,24944;0,24944;0,24944;0,24944;1,22934;0;0
8,39868;8,39868;8,39868;8,39868;8,39868;8,39868;8,39868;8,39868;8,39868;8,39868;18,84673;0;0
4,31302;-1,16389;-1,07776;-3,67984;-1,48867;-0,008;-0,65442;-1,16978;0;0;;;
4,31302;-1,16389;-1,07776;-3,67984;-1,48867;-0,008;-0,65442;-1,16978;0;0;;;
4,31302;-1,16389;-1,07776;-3,67984;-1,48867;-0,008;-0,65442;-1,16978;0;0;;;
4,31302;-1,16389;-1,07776;-3,67984;-1,48867;-0,008;-0,65442;-1,16978;0;0;;;
4,31302;-1,16389;-1,07776;-3,67984;-1,48867;-0,008;-0,65442;-1,16978;0;0;;;
4,31302;-1,16389;-1,07776;-3,67984;-1,48867;-0,008;-0,65442;-1,16978;0;0;;;
4,31302;-1,16389;-1,07776;-3,67984;-1,48867;-0,008;-0,65442;-1,16978;0;0;;;
4,31302;-1,16389;-1,07776;-3,67984;-1,48867;-0,008;-0,65442;-1,16978;0;0;;;
4,31302;-1,16389;-1,07776;-3,67984;-1,48867;-0,008;-0,65442;-1,16978;0;0;;;
4,31302;-1,16389;-1,07776;-3,67984;-1,48867;-0,008;-0,65442;-1,16978;0;0;;;
5,54956;-1,25335;-3,89642;3,54301;12,74189;-9,7587;-3,36241;1,4827;-5,63574;3,66135;4,9244;0;0
2,13724;-6,33527;1,10071;-3,686;-5,98697;8,55568;1,53326;7,64483;2,77714;-9,2;-1,18929;0;0
2,21509;6,97668;2,36026;2,53231;-9,04505;-2,9925;2,51122;-5,47387;-4,8722;-8,62792;-3,0398;0;0
0,01515;5,93385;-3,401;10,06381;-3,03372;-0,11772;-3,43008;4,20719;5,47155;-5,1652;1,56208;0;0
3,12009;-1,8002;-0,14842;0,62524;-1,92262;1,50949;3,17954;3,47051;0;0;;;
2,50186;3,92583;0,26498;2,48498;-4,31272;-4,44231;-1,93759;1,29133;0;0;;;
2,50582;1,57522;0,46508;2,10648;-1,40435;2,01063;1,94256;1,17609;0;0;;;
2,85099;0,86164;2,39428;3,34286;-7,0353;-3,18802;-1,26038;1,78442;0;0;;;
-6,48631;5,275;-1,00599;-0,26463;-2,40969;7,8122;2,89657;2,90912;0;0;;;
-0,18042;-3,62718;4,07593;-5,46873;-2,3455;3,07127;-1,44667;-1,29441;0;0;;;
2,86303;1,21437;0,19921;2,08364;-1,43937;2,17412;2,13758;1,46458;0;0;;;
1,43623;-1,06485;1,04688;-1,99772;-5,60261;4,41457;-0,13758;1,50552;0;0;;;
